preco,cond,area,quarto,banheiro,suite,vagas.garagem,elevador,mobilia,piscina,novo,bairro,tipo
295000,,64,3,1,0,1,1,0,1,0,Ermelino Matarazzo/São Paulo,venda
295000,,62,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,venda
295000,280,56,2,1,0,1,0,0,1,0,Sapopemba/São Paulo,venda
295000,390,69,2,2,0,0,0,0,0,0,Vila Formosa/São Paulo,venda
295000,500,66,3,2,0,1,0,0,1,0,Campo Limpo/São Paulo,venda
294850,350,44,1,2,1,0,0,0,1,0,Consolação/São Paulo,venda
294411,,50,2,2,1,1,0,0,1,0,Vila Maria/São Paulo,venda
294000,250,50,2,2,1,1,1,0,1,0,Sé/São Paulo,venda
294000,367,49,2,2,1,1,1,0,1,0,Vila Andrade/São Paulo,venda
294000,,31,1,1,0,0,0,0,0,0,República/São Paulo,venda
294000,459,57,2,1,0,1,0,0,1,0,Vila Curuçá/São Paulo,venda
293500,300,45,1,2,1,1,1,0,1,0,Brás/São Paulo,venda
293500,310,59,3,2,1,1,0,1,1,0,Jaçanã/São Paulo,venda
293000,,49,2,2,1,1,0,0,1,0,Jaçanã/São Paulo,venda
293000,210,54,2,2,0,0,1,0,0,0,Sé/São Paulo,venda
292000,460,50,2,2,1,1,1,0,1,0,Santana/São Paulo,venda
292000,,41,1,1,0,0,0,0,1,0,Brás/São Paulo,venda
292000,300,59,3,2,1,1,0,0,1,0,Jaçanã/São Paulo,venda
292000,380,49,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,venda
291500,270,46,2,1,0,1,0,0,1,0,Liberdade/São Paulo,venda
291000,,56,2,1,0,1,1,0,1,0,Ermelino Matarazzo/São Paulo,venda
290600,390,51,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,venda
290309,,61,2,2,1,2,0,0,0,0,Cambuci/São Paulo,venda
290000,400,58,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,venda
290000,550,90,3,2,1,1,1,0,0,0,Jaçanã/São Paulo,venda
290000,420,78,2,2,1,2,0,0,0,0,Jaçanã/São Paulo,venda
290000,410,91,3,2,1,2,0,0,0,0,Jaçanã/São Paulo,venda
290000,454,48,2,2,1,1,0,0,0,0,Mandaqui/São Paulo,venda
290000,480,49,2,2,1,1,1,1,1,0,Vila Guilherme/São Paulo,venda
290000,520,55,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,venda
290000,,68,3,2,1,1,1,0,0,0,Itaim Paulista/São Paulo,venda
290000,570,70,3,2,1,1,0,0,1,0,Itaquera/São Paulo,venda
290000,350,48,2,2,1,1,1,0,1,0,Penha/São Paulo,venda
290000,450,57,2,2,1,1,1,0,1,0,Penha/São Paulo,venda
290000,350,50,2,2,1,1,1,0,1,0,Ponte Rasa/São Paulo,venda
290000,,54,3,2,1,1,1,0,1,0,Vila Formosa/São Paulo,venda
290000,,70,3,2,1,1,1,0,0,0,Vila Prudente/São Paulo,venda
290000,450,52,2,2,1,1,1,0,1,0,Campo Grande/São Paulo,venda
290000,450,58,3,2,1,1,0,0,0,0,Campo Limpo/São Paulo,venda
290000,501,68,3,2,1,1,0,0,1,0,Campo Limpo/São Paulo,venda
290000,590,65,3,2,1,1,1,0,0,0,Cidade Ademar/São Paulo,venda
290000,499,73,3,2,1,1,1,0,0,0,Jardim São Luis/São Paulo,venda
290000,499,73,3,2,1,1,1,0,0,0,Jardim São Luis/São Paulo,venda
290000,499,73,3,2,1,1,1,0,0,0,Jardim São Luis/São Paulo,venda
290000,400,54,2,2,1,1,0,0,1,0,Jardim São Luis/São Paulo,venda
290000,400,50,2,2,1,1,1,0,0,0,Pedreira/São Paulo,venda
290000,502,48,2,2,1,1,1,0,0,0,Sacomã/São Paulo,venda
290000,392,48,2,2,1,1,1,0,1,0,Brasilândia/São Paulo,venda
290000,367,51,2,2,1,1,1,0,0,0,Freguesia do Ó/São Paulo,venda
290000,,50,2,2,1,1,1,0,1,0,Pirituba/São Paulo,venda
290000,450,52,2,2,1,1,1,0,1,0,Rio Pequeno/São Paulo,venda
290000,,52,1,1,0,0,0,0,0,0,Bom Retiro/São Paulo,venda
290000,420,56,2,1,0,1,1,0,0,0,Brás/São Paulo,venda
290000,520,57,1,1,0,0,1,0,0,0,República/São Paulo,venda
290000,,36,1,1,0,0,0,0,1,0,Santa Cecília/São Paulo,venda
290000,360,53,2,2,1,1,0,0,1,0,Jaçanã/São Paulo,venda
290000,350,46,1,2,1,1,0,1,1,0,Brás/São Paulo,venda
290000,450,70,2,2,1,1,0,0,0,0,Jaçanã/São Paulo,venda
290000,350,64,2,2,1,1,1,0,1,0,Campo Grande/São Paulo,venda
290000,290,50,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,venda
290000,500,50,2,2,1,1,0,0,0,0,Cidade Ademar/São Paulo,venda
290000,550,56,2,2,1,1,1,1,1,0,São Domingos/São Paulo,venda
290000,645,42,1,1,0,0,1,0,0,0,República/São Paulo,venda
290000,282,58,2,1,0,1,0,0,0,0,Vila Guilherme/São Paulo,venda
290000,310,51,2,1,0,1,0,0,1,0,Vila Maria/São Paulo,venda
290000,360,50,2,1,0,1,0,0,0,0,Belém/São Paulo,venda
290000,620,52,2,1,0,1,0,0,1,0,Cangaíba/São Paulo,venda
290000,420,60,3,1,0,1,0,1,0,0,Carrão/São Paulo,venda
290000,434,62,3,1,0,1,1,1,1,0,Cidade Líder/São Paulo,venda
290000,480,62,3,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,venda
290000,,50,2,1,0,1,1,0,0,0,Ermelino Matarazzo/São Paulo,venda
290000,,64,3,1,0,1,0,0,1,0,Itaquera/São Paulo,venda
290000,,56,2,1,0,1,1,0,0,0,Sapopemba/São Paulo,venda
290000,400,64,2,2,1,1,0,0,1,0,São Lucas/São Paulo,venda
290000,350,42,2,1,0,1,1,0,0,0,Vila Matilde/São Paulo,venda
290000,500,52,2,1,0,1,0,0,0,0,Vila Matilde/São Paulo,venda
290000,420,47,2,1,0,1,0,0,1,0,Campo Grande/São Paulo,venda
290000,610,47,2,1,0,1,0,0,0,0,Campo Grande/São Paulo,venda
290000,510,58,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,venda
290000,450,45,2,1,0,1,0,0,1,0,Cursino/São Paulo,venda
290000,470,40,1,1,0,1,0,0,0,0,Jabaquara/São Paulo,venda
289000,,48,2,1,0,1,0,0,0,0,Carrão/São Paulo,venda
289000,250,64,3,2,1,1,0,0,1,0,Penha/São Paulo,venda
289000,400,50,2,1,0,1,0,0,0,0,Ponte Rasa/São Paulo,venda
288000,370,66,2,2,1,1,1,0,1,0,Medeiros/São Paulo,venda
287000,390,55,2,2,1,1,0,0,1,0,Socorro/São Paulo,venda
287000,487,50,2,2,1,1,1,1,0,0,Limão/São Paulo,venda
287000,130,84,2,1,0,0,1,0,0,0,Brás/São Paulo,venda
287000,,53,2,2,1,1,0,0,1,0,Liberdade/São Paulo,venda
286000,,51,2,1,0,1,1,0,0,1,Vila Prudente/São Paulo,venda
286000,300,49,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,venda
286000,450,55,2,2,1,1,0,0,0,0,Jabaquara/São Paulo,venda
286000,406,58,3,2,1,1,0,0,1,0,Medeiros/São Paulo,venda
286000,,56,2,2,0,1,0,0,1,0,Ponte Rasa/São Paulo,venda
286000,315,48,2,1,0,1,0,0,0,0,São Mateus/São Paulo,venda
285700,360,36,1,1,0,0,1,0,1,0,Santa Cecília/São Paulo,venda
285000,,50,2,2,1,1,1,1,1,0,Vila Guilherme/São Paulo,venda
285000,390,56,2,2,1,1,0,0,1,0,Cidade Dutra/São Paulo,venda
285000,280,63,2,2,1,1,0,0,0,0,Cidade Dutra/São Paulo,venda
285000,340,58,2,2,1,1,0,0,0,0,Grajaú/São Paulo,venda
285000,360,56,2,2,1,1,0,0,0,0,Grajaú/São Paulo,venda
285000,430,48,2,2,1,1,1,0,1,0,Socorro/São Paulo,venda
285000,600,60,2,2,1,1,0,0,0,0,Freguesia do Ó/São Paulo,venda
285000,452,53,2,1,0,0,1,0,0,0,Bela Vista/São Paulo,venda
285000,,32,1,1,0,1,0,0,1,0,Brás/São Paulo,venda
285000,380,63,3,2,1,1,0,0,1,0,Sapopemba/São Paulo,venda
285000,402,62,2,2,1,1,0,0,0,0,Sacomã/São Paulo,venda
285000,,50,2,2,1,1,0,0,1,0,Pirituba/São Paulo,venda
285000,375,49,2,1,0,1,1,0,1,0,Carrão/São Paulo,venda
285000,290,54,2,2,1,1,1,0,1,0,Penha/São Paulo,venda
285000,300,65,2,1,0,1,0,0,0,0,Sapopemba/São Paulo,venda
285000,375,30,1,1,0,1,0,0,0,0,Vila Prudente/São Paulo,venda
285000,500,50,2,1,0,1,0,0,1,0,Capão Redondo/São Paulo,venda
284000,390,65,3,2,1,1,0,0,1,0,Jardim Ângela/São Paulo,venda
283454,,45,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,venda
283454,329,45,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,venda
282500,310,48,3,1,0,1,0,1,1,0,Jaçanã/São Paulo,venda
281748,,38,1,1,0,1,0,0,1,0,Liberdade/São Paulo,venda
281161,250,45,2,1,0,1,0,0,1,0,Jaçanã/São Paulo,venda
281000,,32,1,2,1,1,1,0,1,1,Vila Mariana/São Paulo,venda
280000,,47,2,2,1,1,1,1,1,0,Sé/São Paulo,venda
280000,,45,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,venda
280000,480,78,2,2,1,1,0,0,0,0,Jaçanã/São Paulo,venda
280000,390,62,2,2,1,2,0,0,0,0,Jaçanã/São Paulo,venda
280000,490,51,2,2,1,1,1,0,0,0,Tremembé/São Paulo,venda
280000,380,48,2,2,1,1,1,1,1,0,Vila Guilherme/São Paulo,venda
280000,350,50,2,2,1,1,1,1,1,0,Vila Guilherme/São Paulo,venda
280000,508,63,3,2,1,1,1,1,1,0,Ermelino Matarazzo/São Paulo,venda
280000,350,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,venda
280000,400,51,2,2,1,1,1,0,1,0,Ponte Rasa/São Paulo,venda
280000,480,56,2,2,1,1,1,0,1,0,Sapopemba/São Paulo,venda
280000,,51,2,2,1,1,1,0,0,0,São Lucas/São Paulo,venda
280000,438,60,2,2,1,1,1,0,1,0,São Miguel/São Paulo,venda
280000,,45,2,2,1,1,1,0,0,0,Tatuapé/São Paulo,venda
280000,350,56,2,2,1,1,0,1,0,0,Vila Formosa/São Paulo,venda
280000,420,49,2,2,1,1,1,1,1,0,Vila Formosa/São Paulo,venda
280000,270,52,2,2,1,1,1,0,0,0,Vila Prudente/São Paulo,venda
280000,500,55,2,2,1,1,0,0,1,0,Cidade Ademar/São Paulo,venda
280000,375,57,2,2,1,1,0,0,0,0,Grajaú/São Paulo,venda
280000,,73,3,2,1,1,0,0,0,0,Grajaú/São Paulo,venda
280000,390,48,2,2,1,1,1,0,0,0,Jabaquara/São Paulo,venda
280000,400,45,2,2,1,1,0,0,0,0,Jardim Ângela/São Paulo,venda
280000,430,64,3,2,1,1,1,0,1,0,Jardim Ângela/São Paulo,venda
280000,336,49,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
280000,,51,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
280000,220,50,2,2,1,1,0,0,1,0,Pedreira/São Paulo,venda
280000,315,52,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
280000,550,75,2,2,1,1,1,1,1,0,Butantã/São Paulo,venda
280000,150,59,2,2,1,1,0,0,0,0,Freguesia do Ó/São Paulo,venda
280000,842,65,2,2,1,2,1,0,1,0,Jaguaré/São Paulo,venda
280000,440,50,2,2,1,1,1,0,0,0,Limão/São Paulo,venda
280000,500,48,2,2,1,1,1,0,0,0,Limão/São Paulo,venda
280000,660,55,2,2,1,1,1,0,0,0,Pirituba/São Paulo,venda
280000,350,43,2,1,0,0,0,0,0,0,Barra Funda/São Paulo,venda
280000,300,41,1,1,0,1,1,0,0,0,Bela Vista/São Paulo,venda
280000,527,48,2,1,0,1,0,0,0,0,Brás/São Paulo,venda
280000,602,50,1,1,0,0,0,0,0,0,Liberdade/São Paulo,venda
280000,432,46,1,1,0,1,0,0,1,0,Liberdade/São Paulo,venda
280000,490,45,2,1,0,1,0,0,1,0,Liberdade/São Paulo,venda
280000,250,31,1,1,0,1,1,0,0,0,Liberdade/São Paulo,venda
280000,150,30,2,1,0,0,0,0,0,0,Sé/São Paulo,venda
280000,,34,1,1,0,1,0,0,0,0,Sé/São Paulo,venda
280000,,34,1,1,0,1,0,0,0,0,Sé/São Paulo,venda
280000,390,58,1,1,0,0,0,0,0,0,Sé/São Paulo,venda
280000,,78,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,venda
280000,475,50,2,1,0,1,0,0,0,0,Mandaqui/São Paulo,venda
280000,460,48,2,2,1,1,1,0,0,0,Brás/São Paulo,venda
280000,300,54,2,2,1,1,0,0,0,0,Aricanduva/São Paulo,venda
280000,380,52,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,venda
280000,450,50,2,2,1,1,1,0,1,0,Campo Grande/São Paulo,venda
280000,540,60,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,venda
280000,460,55,2,2,1,1,0,0,0,0,Cidade Dutra/São Paulo,venda
280000,600,52,2,2,1,1,1,0,1,0,Jabaquara/São Paulo,venda
280000,375,54,2,1,0,1,0,0,0,0,Brás/São Paulo,venda
280000,220,48,2,1,0,1,1,0,0,0,Brás/São Paulo,venda
280000,352,31,1,1,0,1,0,0,0,0,Brás/São Paulo,venda
280000,300,56,2,1,0,1,0,0,0,0,Mandaqui/São Paulo,venda
280000,300,39,1,1,0,1,0,0,1,0,Vila Maria/São Paulo,venda
280000,380,58,3,2,1,1,0,0,1,0,Medeiros/São Paulo,venda
280000,500,52,2,1,0,1,0,0,0,0,Cangaíba/São Paulo,venda
280000,480,54,2,1,0,1,1,0,0,0,Cidade Líder/São Paulo,venda
280000,350,64,2,1,0,1,0,0,0,0,Ermelino Matarazzo/São Paulo,venda
280000,,52,2,1,0,1,0,0,1,0,Penha/São Paulo,venda
280000,407,52,2,1,0,1,0,0,0,0,Sapopemba/São Paulo,venda
280000,268,45,2,1,0,1,0,0,1,0,São Lucas/São Paulo,venda
280000,400,66,3,1,0,1,0,0,1,0,São Lucas/São Paulo,venda
280000,400,51,2,2,1,1,0,0,1,0,São Lucas/São Paulo,venda
280000,420,60,3,1,0,1,0,0,1,0,São Mateus/São Paulo,venda
280000,258,46,2,1,0,1,0,0,1,0,Vila Formosa/São Paulo,venda
280000,270,52,2,1,0,1,0,0,0,0,Vila Prudente/São Paulo,venda
280000,,35,1,1,0,1,0,0,0,0,Vila Prudente/São Paulo,venda
280000,250,50,2,2,1,1,0,0,0,0,Cambuci/São Paulo,venda
280000,200,50,2,2,1,1,0,0,0,0,Cambuci/São Paulo,venda
280000,270,48,2,1,0,1,0,0,0,0,Cambuci/São Paulo,venda
280000,410,53,2,1,0,1,0,0,0,0,Campo Grande/São Paulo,venda
280000,400,59,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,venda
280000,394,47,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,venda
280000,260,62,2,1,0,1,0,0,0,0,Cidade Dutra/São Paulo,venda
280000,505,52,2,1,0,1,0,0,1,0,Jabaquara/São Paulo,venda
280000,480,55,2,1,0,1,0,0,0,0,Jabaquara/São Paulo,venda
279990,350,50,2,2,1,1,1,0,1,1,Campo Grande/São Paulo,venda
279500,280,54,2,2,1,1,0,0,1,0,Penha/São Paulo,venda
279000,388,50,2,2,1,1,0,1,1,0,Vila Guilherme/São Paulo,venda
279000,835,65,2,2,1,1,1,0,1,0,Cidade Ademar/São Paulo,venda
279000,525,57,2,2,1,1,0,0,1,0,Butantã/São Paulo,venda
279000,270,45,2,1,0,1,0,0,1,0,Jaçanã/São Paulo,venda
279000,411,56,2,2,1,1,0,0,1,0,Sapopemba/São Paulo,venda
279000,,50,2,2,1,1,0,0,0,0,Campo Limpo/São Paulo,venda
279000,350,45,2,2,1,0,0,0,1,0,Brás/São Paulo,venda
279000,,73,2,1,0,1,1,0,0,1,Parque do Carmo/São Paulo,venda
279000,250,50,2,1,0,1,1,0,0,0,São Lucas/São Paulo,venda
278000,310,50,2,2,1,1,0,0,1,0,Carrão/São Paulo,venda
278000,303,69,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
278000,320,60,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
278000,,64,3,2,1,1,1,0,0,0,Pirituba/São Paulo,venda
277500,270,40,1,2,1,1,0,0,1,0,Vila Maria/São Paulo,venda
277000,629,64,2,2,1,1,1,0,1,0,Cidade Ademar/São Paulo,venda
277000,,36,1,2,1,1,1,0,1,0,Santa Cecília/São Paulo,venda
277000,420,58,2,2,1,1,0,0,1,0,Vila Prudente/São Paulo,venda
276596,300,49,2,2,1,1,0,0,1,0,Jardim Helena/São Paulo,venda
276000,420,51,2,1,0,0,0,0,0,0,Brás/São Paulo,venda
276000,400,63,3,1,0,1,0,0,0,0,Cidade Dutra/São Paulo,venda
275600,420,49,2,2,1,1,1,1,1,0,Vila Formosa/São Paulo,venda
275600,,60,2,1,0,1,0,0,0,0,Ermelino Matarazzo/São Paulo,venda
275000,,80,2,2,1,1,0,0,0,0,Bom Retiro/São Paulo,venda
275000,450,72,1,2,1,1,1,0,0,0,Santa Cecília/São Paulo,venda
275000,,43,1,2,1,1,1,1,0,0,Vila Guilherme/São Paulo,venda
275000,,51,2,2,1,1,0,0,0,0,Vila Matilde/São Paulo,venda
275000,500,68,3,2,1,1,1,0,0,0,Capão Redondo/São Paulo,venda
275000,528,60,2,2,1,1,1,0,0,0,Cidade Ademar/São Paulo,venda
275000,380,54,2,2,1,1,0,0,0,0,Jardim São Luis/São Paulo,venda
275000,480,50,2,2,1,1,1,0,0,0,Cachoeirinha/São Paulo,venda
275000,430,49,2,2,1,1,1,0,0,0,Limão/São Paulo,venda
275000,520,47,2,2,1,1,1,0,0,0,Limão/São Paulo,venda
275000,478,50,2,2,1,1,0,0,1,0,Sé/São Paulo,venda
275000,,45,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,venda
275000,530,50,2,2,1,1,1,0,1,0,Cangaíba/São Paulo,venda
275000,350,60,3,2,1,1,1,0,1,0,Carrão/São Paulo,venda
275000,403,51,2,2,1,1,1,0,0,0,Itaquera/São Paulo,venda
275000,529,59,2,2,1,1,1,0,0,0,Cidade Ademar/São Paulo,venda
275000,201,60,3,2,1,1,0,0,0,0,Jardim São Luis/São Paulo,venda
275000,500,58,2,1,0,1,0,0,0,0,Casa Verde/São Paulo,venda
275000,420,55,2,1,0,1,1,0,0,0,Tremembé/São Paulo,venda
275000,,51,2,1,0,1,0,0,0,0,Água Rasa/São Paulo,venda
275000,290,48,2,1,0,1,0,1,1,0,Carrão/São Paulo,venda
275000,,70,2,1,0,0,0,0,0,0,Carrão/São Paulo,venda
275000,399,56,2,1,0,1,0,0,1,0,Cidade Líder/São Paulo,venda
275000,,48,2,1,0,1,0,0,1,0,Ermelino Matarazzo/São Paulo,venda
275000,380,58,2,1,0,1,1,0,0,0,São Lucas/São Paulo,venda
275000,323,60,2,2,1,1,0,0,1,0,São Lucas/São Paulo,venda
275000,230,53,2,1,0,1,0,0,0,0,Vila Prudente/São Paulo,venda
275000,250,44,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,venda
275000,528,60,2,1,0,1,0,0,0,0,Cidade Ademar/São Paulo,venda
275000,220,63,2,1,0,1,0,0,0,0,Cidade Dutra/São Paulo,venda
275000,265,55,2,1,0,1,0,0,0,0,Cidade Dutra/São Paulo,venda
274999,340,65,3,2,1,1,1,0,1,0,José Bonifácio/São Paulo,venda
274999,340,65,3,2,1,1,0,0,1,0,Itaquera/São Paulo,venda
274999,340,65,3,2,1,1,0,0,1,0,José Bonifácio/São Paulo,venda
274000,400,45,2,1,0,1,0,0,1,0,Jaçanã/São Paulo,venda
274000,520,58,3,2,1,1,0,0,1,0,Medeiros/São Paulo,venda
274000,500,60,2,1,0,1,1,0,0,0,Cidade Ademar/São Paulo,venda
273775,520,58,3,2,1,1,0,0,1,0,Medeiros/São Paulo,venda
273775,520,58,3,2,1,1,0,0,1,0,Medeiros/São Paulo,venda
273775,520,58,3,2,1,1,0,0,1,0,Medeiros/São Paulo,venda
273000,280,52,2,2,1,1,1,0,1,0,Pirituba/São Paulo,venda
273000,240,44,2,1,0,1,0,0,1,0,Tucuruvi/São Paulo,venda
273000,350,80,3,1,0,1,0,0,0,0,Vila Formosa/São Paulo,venda
272000,392,48,2,2,1,1,0,0,0,0,Rio Pequeno/São Paulo,venda
272000,280,54,2,2,1,1,0,0,1,0,Penha/São Paulo,venda
272000,450,55,2,1,0,1,0,0,0,0,Jabaquara/São Paulo,venda
271900,300,54,2,2,1,1,0,0,1,0,Cangaíba/São Paulo,venda
271000,410,54,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,venda
270300,1,65,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
270000,250,35,1,2,1,1,0,0,1,0,Mooca/São Paulo,venda
270000,300,77,2,1,0,1,1,0,0,0,Mooca/São Paulo,venda
270000,310,47,1,2,1,1,1,0,0,0,Bela Vista/São Paulo,venda
270000,283,50,2,2,1,1,1,0,0,0,Brás/São Paulo,venda
270000,420,70,2,2,1,1,1,0,0,0,Jaçanã/São Paulo,venda
270000,450,67,2,2,1,1,1,0,0,0,Jaçanã/São Paulo,venda
270000,394,66,2,2,1,1,0,1,1,0,Medeiros/São Paulo,venda
270000,465,68,2,2,1,1,0,0,0,0,Aricanduva/São Paulo,venda
270000,,62,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,venda
270000,415,48,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,venda
270000,,50,2,2,1,1,1,1,1,0,Ermelino Matarazzo/São Paulo,venda
270000,500,63,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,venda
270000,,65,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,venda
270000,440,50,2,2,1,1,1,0,1,0,Itaquera/São Paulo,venda
270000,340,48,2,2,1,1,1,0,1,0,Ponte Rasa/São Paulo,venda
270000,530,56,2,2,1,1,1,0,1,0,Sapopemba/São Paulo,venda
270000,430,54,2,2,1,1,1,0,1,0,Vila Curuçá/São Paulo,venda
270000,390,52,2,2,1,1,1,0,1,0,Campo Limpo/São Paulo,venda
270000,720,60,3,2,1,1,0,0,1,0,Capão Redondo/São Paulo,venda
270000,,54,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
270000,500,51,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
270000,300,70,2,2,1,1,0,1,0,0,Pedreira/São Paulo,venda
270000,300,70,2,2,1,1,0,0,0,0,Pedreira/São Paulo,venda
270000,350,49,2,2,1,1,1,0,0,0,Brasilândia/São Paulo,venda
270000,260,50,2,1,0,0,0,0,0,0,Bela Vista/São Paulo,venda
270000,463,50,1,1,0,0,1,0,0,0,Bom Retiro/São Paulo,venda
270000,394,55,2,1,0,0,0,0,0,0,Liberdade/São Paulo,venda
270000,280,35,1,1,0,0,1,0,0,0,Sé/São Paulo,venda
270000,306,75,1,1,0,0,0,0,0,0,Sé/São Paulo,venda
270000,306,70,1,1,0,0,0,0,0,0,Sé/São Paulo,venda
270000,,55,2,1,0,1,0,0,1,0,Jaçanã/São Paulo,venda
270000,,60,2,2,1,2,0,0,0,0,Penha/São Paulo,venda
270000,720,60,2,2,1,1,0,0,1,0,Capão Redondo/São Paulo,venda
270000,325,47,2,2,1,1,1,0,1,0,Vila Andrade/São Paulo,venda
270000,600,78,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,venda
270000,420,58,2,1,0,1,0,0,0,0,Tremembé/São Paulo,venda
270000,550,100,3,2,0,1,0,0,0,0,Cangaíba/São Paulo,venda
270000,400,49,2,1,0,1,1,0,0,0,Cangaíba/São Paulo,venda
270000,410,54,2,1,0,1,0,1,0,0,Cangaíba/São Paulo,venda
270000,320,54,2,1,0,1,0,0,0,0,Carrão/São Paulo,venda
270000,,76,2,1,0,1,0,0,0,0,Cidade Líder/São Paulo,venda
270000,450,50,2,1,0,1,0,0,1,0,Ermelino Matarazzo/São Paulo,venda
270000,330,69,2,2,1,1,0,0,1,0,Penha/São Paulo,venda
270000,100,57,2,1,0,1,1,0,0,0,Penha/São Paulo,venda
270000,330,62,3,2,1,2,0,0,1,0,Penha/São Paulo,venda
270000,380,45,2,1,0,1,1,0,1,0,Ponte Rasa/São Paulo,venda
270000,100,63,2,2,1,1,0,0,0,0,Ponte Rasa/São Paulo,venda
270000,365,48,2,1,0,1,0,0,0,0,São Lucas/São Paulo,venda
270000,660,59,2,1,0,1,0,0,0,0,São Lucas/São Paulo,venda
270000,,48,2,1,0,1,0,0,0,0,São Mateus/São Paulo,venda
270000,370,54,2,1,0,1,0,0,0,0,Vila Formosa/São Paulo,venda
270000,600,63,2,1,0,1,0,0,1,0,Campo Limpo/São Paulo,venda
270000,315,58,3,1,0,1,0,0,0,0,Cidade Dutra/São Paulo,venda
270000,320,65,3,1,0,1,0,0,0,0,Cidade Dutra/São Paulo,venda
269900,,49,2,2,1,1,0,0,1,0,Pirituba/São Paulo,venda
269900,550,62,2,1,0,0,0,0,0,0,Sé/São Paulo,venda
269900,399,47,2,1,0,1,0,0,0,0,Vila Prudente/São Paulo,venda
269000,350,48,2,2,1,1,1,0,0,1,Penha/São Paulo,venda
269000,,49,2,2,1,1,1,0,1,0,Pirituba/São Paulo,venda
269000,380,38,1,2,1,1,0,0,1,0,Liberdade/São Paulo,venda
269000,350,49,2,2,1,1,1,0,1,0,Pirituba/São Paulo,venda
269000,150,46,1,1,0,1,0,0,0,0,Liberdade/São Paulo,venda
268900,265,59,3,2,1,1,0,0,1,0,Parque do Carmo/São Paulo,venda
268700,,45,2,1,0,0,0,0,1,0,Brás/São Paulo,venda
268000,417,55,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,venda
267900,,52,2,2,1,1,0,0,1,0,Parque do Carmo/São Paulo,venda
267000,280,30,1,2,1,1,1,0,1,0,Bom Retiro/São Paulo,venda
267000,,44,2,2,1,1,1,0,0,0,Pirituba/São Paulo,venda
267000,470,88,2,2,0,1,0,0,0,0,Vila Curuçá/São Paulo,venda
266045,,45,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,venda
266045,,45,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,venda
266045,,45,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,venda
266045,,45,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,venda
266045,,45,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,venda
266000,380,47,2,2,1,1,0,0,0,0,Ponte Rasa/São Paulo,venda
266000,423,63,2,2,1,1,0,0,0,0,Brasilândia/São Paulo,venda
266000,317,50,2,2,1,1,0,0,0,0,Brasilândia/São Paulo,venda
266000,489,51,2,1,0,1,0,0,1,0,Tremembé/São Paulo,venda
266000,280,65,2,1,0,1,0,0,1,0,Ponte Rasa/São Paulo,venda
265999,,31,1,1,0,0,1,0,0,1,Pinheiros/São Paulo,venda
265000,,45,2,2,1,1,1,0,1,0,Liberdade/São Paulo,venda
265000,,48,2,2,1,1,0,0,1,0,Liberdade/São Paulo,venda
265000,598,44,1,2,1,1,0,0,0,0,República/São Paulo,venda
265000,450,50,2,2,1,1,0,0,0,0,Tremembé/São Paulo,venda
265000,350,60,2,2,1,1,1,1,0,0,Medeiros/São Paulo,venda
265000,430,56,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,venda
